Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
13952,B002OFZIV0,A3RVTOSHTGKM43,Idaho diet,1,2,3,1296259200,Jack Link's Original Beef Steak Nuggets,"I actually really love the Jack Link's Original Beef Steak Nuggets, however the 4 pack I received seemed to be old.  They weren't nearly as good as the ones I have purchased in gas stations.  Makes you wonder why that would be. These were tough and much drier then I expected. I have to say I will not order them again through the mail. If they had been fresher I would have rated them as I love them because I really do."
279703,B0000E6GZP,A2YFPSABEKR8TP,"r.everton ""catlover""",1,1,5,1195516800,huckleberry jam,"this is really good, very fruity. the only problem is 5 ounces is pretty small. i'd go with the 11 ounces. it's a better value."
81640,B00013VNO8,A2ODF8EQNTTZQ3,Virginia,1,6,2,1261094400,Not what I expected,"I purchased these nuts as a gift and was disappointed when they arrived in a small brown paper bag, not a nice tin or box as I expected. I would not order again."
198563,B000FVBYCW,A10G136JEISLVR,"bigtenalumnagraduate ""pseudoliterati""",0,0,4,1347753600,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it","I read some of the reviews on here and I almost didn't purchase.  But I reached a point where due to my erratic work schedule, trying to fit in my studying time and completing assignments, my sleep pattern was disrupted and it was affecting my mood and concentration.  So I bit the bullet and purchased this at a local B&M store.  When I got home after work, I boiled some water and opened the package.  I noticed that this tea was packaged in a plastic bag so I guess it did has a pungent smell.  I opened the plastic bag and took a big whiff.  I was kind of disappointed.  It doesn't smell as bad as some of the other reviewers made it out to me but then again my nose has been wonky for some time so it could be me.  Yes I will admit that it does has a funky odor but it is not that strong to me.  To me, smells like this health food store I used to frequent in the Hyde Park neighborhood.  Very musky but weirdly comforting.  I have tried it with peppermint, turmeric (for a different affliction) and I have tried it plain with stevia and it taste okay to me.  I wouldn't say I have an iron stomach because I can easily get sick if food is left out in the open not at the proper temperature.  For me, this product took about two days for it to kick in and I am now able to sleep for a full eight hours straight instead of sleeping in fits of four hours here, wake up for about two hours, sleep for three, wake up for a hour and sleep for another four hours.  For those with sensitive noses and sense of taste, you have been amply warned by other reviewers.  For others, I say give it a shot or at least pair it with some other teas to dilute the taste a bit.  For example, mints like peppermint or spearmint will help.  Some folks will use lavender to mask the smell."
142592,B001VNFHLC,AETQA1RY6798,Confused Truffle,2,2,3,1328918400,"Weak flavor, boasts a great impression though.","I was so excited to try this cocoa powder, being that it is dutch-processed (smooth, non-acidic), organic and fair trade. I figured it would have a deep dark rich chocolate flavor. I make my own chocolate at home and to be quite honest, a generic grocery store cocoa powder or Hershey's renders a much more fulfilling chocolate flavor.<br />Why does this cocoa powder feel so weakly flavored?<br />3 stars because it wasn't bland, and has a wonderful impression being a sustainable product. Won't buy again."
405924,B001E52ZN0,A1Y6DMOL3J844J,D. Teslevich,5,6,3,1267142400,"Good for an OCCASIONAL breakfast on the go, beware of exp date","I used to eat these every morning for breakfast when I had a 1+ hour commute in upstate NY.  They are quick and easy to grab, but must be consumed with liquid.  I preferred a hot cup of coffee and a glass of water to wash everything down.  They would last me until lunch time, which was nice since I was always running from one campus to another.  I had always jsut purchased a box a week from the local grocery store.<br /><br />Be aware, however, if you buy in bulk from Amazon: we purchased two six box cases (72 breakfast squares), which for 2 people should last 36 work days.  If you factor in a few days where you actually have time to make breakfast or just want something different, these should last 1.5-2 months.  I don't mind buying things this far in advance, and it's never been an issue, but the expiration date of these bars did not fall within that 2 month range.  Now, most food products in packaging that I've had experience with are good past the exp date.  These, however, were soooo dry and made me want to eat them even less.  Whereas before you needed a cup of coffee, water or tea, now it was essential to dip the bar or take a bite and then immediately a swig of beverage even before chewing."
474747,B00120VWSQ,A2U5QHOFR8QMKC,Jen,1,1,4,1316822400,Good product,This mask smells amazing and does clean my face well.  I didn't give it 5 stars because it did dry out some parts of my already dry skin!  I don't think I would purchase this particular one again but definitely would try another Alba mask.  I LOVE ALBA!!
54313,B0047IG6OU,ALE9EDFNJJHMH,Thom Thi Hai Tran,0,0,5,1334880000,mmm pretzels,These taste as good as pretzels made with wheat. Some things are worth making on your own and these aren't one of them.
16506,B0017DFHMU,A3R48X6QHR07I0,"Michael Hoff ""TheGeeze""",0,0,4,1259712000,Best oatmeal ever,"This is IMHO the best instant oatmeal ever. The problem is only one grocery in my area carries this brand and they are erratic in stocking the flavors I like (Apples 'n Cinnamon and Baked Apple). Consequently, I have to order it on line. The only draw back to online ordering is price; it cost me more than 100% more to order on line than to purchase in the store ($0.99 in store vs $2.15 per serving on line). And to make matters worse, Amazon doesn't stock it all the time. Right now I have to sign up to be notified when it will be available again. So, I end up having to go to other suppliers on line to find this product.<br /><br />However, this is still the best instant oatmeal in the world and I will pursue it to the ends of the earth!!!!"
380870,B0029NM6NU,A376Q8PHJN4W0A,"Liza Sauls ""thingamajig""",0,0,2,1309132800,Junk food,"If you read ingredient labels, you would know this is basically cheap by-products, calcium CARBONATE (chalk) and a bunch of additives, colors and preservatives. NOT a healthy diet for anyone interested in good nutrition for their pet. BUT...our 18+ tiny rescue mutt isn't long for this world and has taken a liking to this doggie junk food above all else. It was either cave in and buy it, or she was going to starve. But don't get your healthy young pet hooked on this slickly marketed product, designed by Mars to use up the waste products that aren't good enough for human consumption. There are much better choices that will provide better nutrition at the good pet specialty stores!"
29566,B000PDY3P0,A1EYTY4AR1F03Q,Dianna,0,1,2,1348963200,Poor Popping Corn,"This popcorn package is a great idea.  It has MANY flaws.  It is very difficult to pour the oil into the popcorn popper.  It is best when you heat the oil for  3-5 minutes and then add the popcorn and seasoning.,  The popcorn does not pop completely.  There are lots of left over kernels that never pop.  I am very disappointed in this product.  I will not purchase this product again."
382928,B000PJIGVG,AKFH5D5NF7BG2,"Truth Detector ""Truth Detector""",8,12,1,1314748800,Made in China,"Took it out of the box and saw that was made in China and initiated a return.  I will not feed my children, or pets, any food products that are made in China."
168526,B0001ES9F8,AIJD30IVGM5J5,"Joan Goodwin ""journalist""",0,0,5,1175990400,Rich and Dark,"I tried this because I wanted a change from the regular (rather generic) Senseo dark roast, which was starting to bore me. For pod coffee, this is spectacular, with a richer, mellower flavor than plain dark roast but the same full body. It's true that it doesn't have the rather shrill high notes of true Indonesian coffee -- which I don't like anyway. (Before the Senseo, I'd buy various whole beans, and always blend Sumatra or Java beans with Mocha Harar beans to calm them down.) I'll be sticking with these pods, at least until Senseo develops an Italian-roast espresso-type pod."
560024,B0030GNQMU,A1LWKJK5WYKMLF,"Robert Ronyack ""bob308""",0,0,3,1316995200,okay,"The shipping was great , no problem there.  I just do not like the flavor of this coffee so much.  Wish I could find a decaf that tasted as good as regular."
165594,B001QE7J2G,A2X7UW1NRE7MS3,Suji,2,2,5,1325116800,Excellent!,"My Dog is 10 Month now I wanna change her food to adult food.<br />We've been feeding her science diet big breed puppy food. but there is a problem is She doesn't wanna eat her food everytime!<br />so we've been feeding her food with her favoraite treat and my dog want me and my hudsband to stand right around her.<br />It was very hard to feed her everyday.<br />Today I got Canidae Food!<br />We fed her like canidae and science diet together.<br />My dog jumped on her food bowl that I held. As soon as i put down her food, she ate like vaccum!<br />I was really surprised how fast she ate her food without treat.<br />and I searched onine reliable site.<br />I recommend!"
138261,B000F6SLM8,AQDCEMJR0UF87,"Mom of GF kids ""Kelly""",0,0,3,1170892800,My kids couldn't chew them,"These are too dense for my kids to bite (yes they under 5), but I really wanted this for a snack-on-the-go.  Now I have to cut them into pieces and then they can chew them. They have a mild ""protein-bar"" aftertaste. I like them o.k. That's about all I would rate them... just o.k.  Betty Lou's Crispy Bites are better."
343680,B000GG5IXW,A3E8HPMCGZ0V2J,Lourdes Ortiz,7,8,1,1249603200,Not for me,I tried this Chai to see if it beats my all time favorite (Celest. Seas. Honey Vanilla White Chai Tea) since it got good reviews.<br />I am only glad I can rest knowing that I've tried all the main supermarket available brands and they don't satisfy.<br />Like all of Bigelow's vanilla flavored teas-there is this taste and scent that is released in your mouth when you sip it.  It's weird and strong.<br />It almost seems as if they use too much vanilla or they have some weird substitute flavoring in those teas.<br />I really like their Earl Grey tea-if you're into that.  But Stash makes that tea better.<br />I hope this helps.
315719,B0015YJD1C,A36GEDLB5A5MJ,"RevDorothyL ""DorothyL""",0,1,3,1278979200,unimpressed by flimsy chips,"I bought these chips because of all the positive reviews (and because they were cheap, with Amazon discounts), but I'm underwhelmed by both the Madhouse Munchies chip flavors I've purchased:  the Mesquite BBQ mentioned here, and the <a href=""http://www.amazon.com/gp/product/B000HDKZZK"">Madhouse Munchies Sea Salt & Vinegar Potato Chips, 5-Ounce Bags (Pack of 12)</a>.<br /><br />The chips are perfectly edible (unlike some other chips I've tried, I won't have to give away every bag because I can't use them at all at home), but thin and insubstantial -- at least compared to the much superior Kettle brand chips I've been buying from Amazon, such as their <a href=""http://www.amazon.com/gp/product/B000G6MBVO"">Kettle Chips, Sea Salt & Vinegar, 2-Ounce Bags (Pack of 24)</a> and their <a href=""http://www.amazon.com/gp/product/B000G6Q4FI"">Kettle Krinkle Cut Chips, Salt & Fresh Ground Pepper, 2-Ounce Bags (Pack of 24)</a> -- and the 'fire sweet' smokey quality of the barbecue flavor is a bit overpowering (especially with a weak chip underneath, offering nothing to back it up with other flavor notes).<br /><br />I'd prefer to get much more satisfaction and flavor in return for my caloric over-indulgence than is offered by Madhouse Munchies snacks so far.<br /><br />Unless you've already tried Madhouse Munchies brand from your local grocery store and loved their chips, I wouldn't advise purchasing this in bulk just yet.  There are far better chips available here for just a little more money (when you take advantage of sales and discounts)."
256008,B0049UH8A2,A3Q3EVDIIIRLLL,Shorty,0,0,2,1307577600,Just Ok,"These are alright, but they have a really fake taste to them. I bought the YummyEarth Organic Lollipops around the same time, and the lollipops hands down beat this candy and they are not that much more in carbs and sugar. I guess the lollipops ruined my experience with these. lol"
163695,B002ZJTX16,A13E0ARAXI6KJW,Ed Uyeshima,1,1,4,1156464000,"Chocolate Wafers in an Identity Crisis as Oreos...But If Deception Helps Monitor Calories, Why Not?","I hate to admit I miss the lard. I was the one in your 4th-grade class who unscrewed the Oreo, ate all the white middle, licked the wafers clean and then ate the hardened chocolate wafers. That's the image I have of this cookie. Even Barbra Streisand coyly named her singing trio at the beginning of ""A Star Is Born"" the Oreos because she had two back-up singers who were black. That's why the idea of an Oreo Thin Crisp is rather lost on me.<br /><br />It is a single, nickel-sized baked chocolate wafer that more resembles a bleached Wheat Thin than the original Oreo. It does have some dusting of a white fructose sprinkle as perhaps a nostalgic tribute. Don't get me wrong, as the Oreo Thin Crisps are perfectly fine as low-calorie chocolate wafer alternatives go. They simply lack the lip-smacking satisfaction of a disassembled Oreo digested in pieces. The whole point of the 0.81-ounce bag of wafers is to tout that they are ""100 Calorie Packs"", a fine idea for Weight Watchers advocates and the rest of us who should be watching our weight. It's just that I don't feel very satisfied after finishing just one pack."
482814,B004Z33GI6,AELQNIEEB4Y40,"J. Ferguson ""JDF""",0,1,3,1339027200,Beware..your results may vary,"This product is very hit or miss for people. It DOES NOT really taste anything like the heavily sugared ""tradtional"" lemonades out there, and the stevia can leave a aftertaste for most people that they find unappealing.  That being said I enjoy it myself very much, but i use it primarly to make a half and half lemonade/ice tea with unsweetened ice tea. Makes a very refreshing drink on hot summer days that way with no sugar added."
79504,B003TNANSO,A2BVRY6JO35VKL,Gordon,3,6,2,1283040000,Unfortunately out of the Zone,"Anyone interested in The Zone, these are 13g carbs, only 4g protein. Completely out of the zone... as most bars are. Of course you can't find that info here on Amazon, gotta go poke around the Kind website, and after a while, there it is. So, beware!"
517973,B005GTWCTM,A24QDWYC9IFMWO,"Aces_Wild ""Obey The Weimaraner""",0,0,2,1349827200,One note - bitter,"I didn't care for this particular Lavazza coffee at all.<br />It's very one-dimensional and has no aroma whatsoever.<br />Even though it's a darker roast, and I prefer a darker flavor,<br />this one just tastes acidic and ""muddy"" to me.<br />I like Lavazza Oro better. Oro is definitely much lighter, but at least it<br />has aroma and depth."
75902,B001CPOR2E,AQ6AGWKWMTY8H,"Pam Tee ""mom,wife,fur-mom,book-blogger""",22,22,1,1317254400,SmokeHouse USA?!?  Don't Think So...,"I guess if you want to keep raking in the money you have to fudge and mislead folk.  That's what SmokeHouse has done by adding 'USA' to their name.  I can say this without fear because the packages I have sitting on the kitchen table in front of me clearly say that this is a ""Product of China.""<br /><br />You know, the China where they feel free to add melamine to products for human babies (2008), and dogs and cats (2007 and 2010) -- all so that the protein levels register higher than they normally would :(<br /><br />I am so disappointed.  Honestly, my little Jack-a-Bee puppy loves their products, but I won't be purchasing the Chicken Chips or Chicken Breast Strips again.  I can't imagine telling my children that the lively little pup they love was made sick (or died!) because of some cheap-*** short-cut.<br /><br />I'd rather pay more money and have it manufactured here in the States.<br /><br />Pam T~<br />mom/blogger/dog lover"
253355,B004JRMG98,A1ZM846Y7AUYD,M. Pickering,0,1,3,1313539200,A Nice Addition To Most Mexican Food,"I had high hopes for this Taco Bell Jalapeno Sauce.  My family and I enjoy most Taco Bell products; both from the restaurant and the in-store products.  I love their Fire Sauce, and wish they sold it in bottle form at the grocery store.  So when I saw this new Taco Bell Bold & Creamy Jalapeno Sauce, I was excited to try it.  I really enjoy just about anything spicy, so my hopes and expectations were high.  Now that I have tried this sauce, I am somewhat disappointed yet find it to be a good addition to most Mexican foods that I enjoy.<br /><br />The name of the product clearly states ""Bold & Creamy.""  I agree with the creamy aspect of their claim, but feel that the word bold should be changed to something less aggressive, like tangy.  You definitely detect notes of Jalapeno peppers in the sauce, but it is quite subdued and has a somewhat artificial taste.  But I'm not bashing the product or saying that it isn't tasty.  I have found my favorite use of this product is with tacos and burritos.  I add a light amount of the Taco Bell Jalapeno Sauce to my soft and hard shell tacos, and then add generous amounts of Taco Bell Fire Sauce (I hoard packets of that stuff and always try to get as much of it as I can whenever I visit the Taco Bell drive-thru).  The Jalapeno sauce gives the tacos a bit of a sour cream flavor, while also added just a slight bit of Jalapeno kick.  I have tried this sauce with several other things from sandwiches to salads, and even a spicy chicken wrap.  While I didn't mind the sauce with the wrap, I didn't enjoy it at all with sandwiches and salads.<br /><br />Overall I will likely continue to purchase this product going forward, but I think a single bottle will last quite some time.  It doesn't have a good enough taste to stand on its own, as a dip or as a replacement for other sauces that I enjoy.  I don't find it to be nearly spicy enough, but I also understand that making it much more spicy would likely limit their sales to a more specific consumer market.  It is an above average product that is a solid compliment to some Mexican dishes, but I don't see this becoming a best seller among the Taco Bell brand name.  But I don't think the product is the type that most people will either love or hate.  It falls right in the middle, and I think most people will find it to be moderately satisfactory.  Go ahead and give it a try for yourself.  I suggest picking up a single bottle before buying a lot of 6, as they sell on this site, just to make sure you enjoy it enough to consider stocking up with that quantity.  I hope you enjoy it.  =o)"
417123,B00112ILZM,A3Q6JM9XO05Y3U,Stacey Omalanowicz,0,2,2,1323129600,Can't get past the taste,"I'm sure this product would give me all of the health benefits stated; however, I can't get past the taste (my husband gagged when he tried it). I even put it in my smoothie so it wouldn't be so strong, but to no avail. What is even more annoying, however, is this product cannot be returned. So I have a full tub of the powder that I've used twice, that will end up in the trash. I won't be purchasing grocery products from Amazon anymore."
436772,B008O3G2GG,A1LHAXBM5GBJS2,Scooter McGavin,0,0,3,1331337600,A Nice Alternative to Dog Treats,"My dogs can pack on the pounds quickly especially during the winter month so I am always on the look for low calorie alternatives to dog treats that they can enjoy without gaining unwanted weight.  These Lickety Stiks are interesting to say the least.  Much like an ink pen, the dogs roll the ball with their tongues to get the flavored water out.  The package claims only one calorie per ten licks (and over 500 licks per bottle) so that is really nice.  The first couple times I tried on both my dogs, they would give I a sniff, then a couple licks because trying to grab it out of my hand with their mouths.  But after a couple uses they no like try to take it and lick.<br /><br />One major problem with the Lickety Stik, or at the very least the liver flavor is that the smell is extremely strong, which is a big problem because liver does not smell very well,  and gets stronger with every lick to the point it starts to make my eyes water and stinks up the entire room.  Also, after prolonged inactivity, the liquid solidifies on the ball making it harder if not impossible for the dogs to use, but that is easy to remedy with a little warm water.  Once, or if, you get past the smell, this is a good alternative to fatty dog treats."
292663,B000WFKGR0,A3RNRXOM5J2C93,Jeffrey E. Cornett,1,1,4,1332892800,Wellnes Dog Food,"It is a good dog food.  Our dogs stools have become normal since using it.  My only complaint is when you open the can there is a gell similar to when you open a can of Spam, which has to be scraped off and you lose some dog food because of the space taken by the gel."
191771,B0029NQTI8,ACI3AK10NJYJE,Piri,0,0,5,1348963200,Great product and price!,"My dogs absolutely love Pedigree, as do my cats too!  There is nothing left over!  And it is so healthy for all of the too!"
220088,B0006V8L18,A20OD4NH5RKP00,Drew,1,1,5,1287964800,Works like a champ,"I bought this for my Dad. His 40+ year old version died recently.  He uses it to protect a garden for local varments; raccoons, deer, skunks, ground hogs...etc.  Its not too big, maybe 80'x 150', so he didn't need anything too powerful. He set this one in place of the old one and it seems to be working very well."
19674,B0030VBRIU,A1ZEB03H86WI3F,April Humphrey,0,0,3,1324944000,"I think it tastes great, but my daughter will have nothing to do with it","We bought a 16 pack and have 13 left.  Of the 3 that we tried, she never once finished a single pouch.  I tried it and was really surprised because it is well seasoned with herbs and spices compared to other things she will eat.  It could be the texture - I don't know.  It's a little mushy, like baby food.  Probably would be better with pasta instead of amaranth, although I appreciate the diversity of grains.  Anyway, I love it, she hates it, so 3 stars."
296905,B00126B014,A2PGYTFQBQYCOE,Kristine McCormack,0,0,1,1304035200,yuck,"My kids didn't like the taste (liked the yellow the best) but they took them anyway.  About two weeks after starting them, my son started having problems with constipation and my daughter had back pain.  Can't say for sure if it was related to these vitamins....however I stopped using them and everything seems to be fine now.....coincidence, maybe?"
118784,B000G1CPV0,A25ISRHO7WY6UN,SpaceMuffin,0,5,2,1217462400,would not recommend this soup,"I can't honestly recommend this soup anyone. Canned soups are convenient, and many are even pretty tasty. But this is not one of them."
124865,B005BHIESC,A35IRWPF5MGY9W,Greg Bryant,4,4,1,1317945600,Yuck,"Decided to try this and should not have.  My wife and I both tried to drink a glass of it and ended up pouring it down the drain.  To us, it tasted awful and had a strange consistency.  If you have never tried this, see if you can buy one carton at your local supermarket to see if you like it or not."
557521,B003YBLF2E,AK1WNXTHNCG5V,"Mynana ""Nancy""",0,5,2,1302739200,I didn't care too much for it :(,For the price of it I would not buy it...you don't get very much and I did not like the taste of the salmon...I live where I get salmon quite a bit and this didn't taste like any kind of salmon I have ever tasted :(
290916,B005HG9ESG,A2XNOB1T796Y6B,"ChibiNeko ""Sooo many books, so little time!""",0,0,3,1344816000,Tasted nice and seems to hydrate well,"Now I know that you can't guarantee how much electrolytes are in a product for certain without taking it to a lab and testing it. Since this was one of my main reasons for sampling this, this was the main thing I tested for in my daily routine.<br /><br />Taste-wise, this is good. It tastes like water and is better than the city water I get from my tap. However I do want to state that I can get similar tastes from other bottled waters on the market. This actually didn't impress me that overly much because for the most part you can get ultra-filtrated fancy water from many different sources. You need a little something extra to really stand out.<br /><br />That's where the electrolytes come in. To really test this I drank portions of this at the gym while I was doing my cardio, as good hydration can often make for a better workout. The water was pretty refreshing and it felt like it made a difference from the water I usually get from the water fountain by the changing rooms. It just didn't seem to make such an overwhelming difference that I'd rush out the door to buy another bottle as soon as I emptied this one.<br /><br />Would I buy this on my own? Under certain circumstances, yes. It's not a ""must buy"", but if I was sick and needed to rehydrate, I'd get this as an alternative to straight electrolytes. I'd also get it if I was in a store, was thirsty, and this was available. It's good enough that I'd buy it again for the most part. I just wouldn't write home about it."
90744,B0048GRNZM,AXG287OY16WWL,JENNY,0,0,1,1351123200,Cute,"For some reason I thought that you got three ""pops"" but you only get one.  For the price I paid for the Puff Pop and shipping it was just a little too much.  Everyone laughed at it and thought it was cool for a few days and then it was set aside and then misplaced.  Too pricey but cute item!"
471090,B001P4ITDA,A30Q0VM236EL8C,Bundrew,27,29,1,1303084800,Made my dog sick; $400 vet bill.,"I bought these for my 3 month-old lab. I also bought some other treats (dehydrated liver, Kong biscuits, bully sticks). 1-2 days after feeding these to my lab she got violently ill -- vomiting and diarrhea. Took her to the vet and after an overnight stay and IV fluids, the vet had no idea what it was. They decided to x-ray her to see if something was blocking her intestines. Nothing. After antibiotics and rest she was back to her normal high energetic self. I gave her more of these sweet potato fries about a week after her first sickness episode.... and 24 hrs later she was vomiting again.  I was worried, but figured that it must be something I was feeding her. I then examined the package and saw these are made in China.  I threw them out and my puppy has been fine since. Logic points to these treats.... I will no longer buy food items for my dog from China. Nobody else has posted anything about ill reactions to these treats, but search around, lots of dog treats from China are making our dogs sick."
144812,B002K649KE,A33ZYFE8XMKKR1,"P. Scott Pope ""Scott Pope""",1,2,1,1347408000,Awful tasting protein partially masked by rich chocolate - 4x as expensive as rice protein alternatives,"As an omnivore with a 100-200 gram daily protein intake, I am always looking to diversify my protein sources.  For protein supplements, I find the best value at Costco when purchasing Cytosport whey protein that costs approximately 2.2 cents per gram of protein.  Yet, it gets boring eating from the same six pound bag for months.  So, I recently evaluated two vegetable-based protein supplements: Nutribiotic Rice Protein and Manitoba Harvest Hemp Protein, both with chocolate flavoring.  While the Rice protein has great economics, tastes fantastic and contains few carbs, this hemp protein fails in all three categories.<br /><br />When I initially tasted Manitoba Harvest Hemp Protein, the first thought that came into my mind was ""is this product really suitable for human consumption!?""  Olfactory memories from large-scale grass cutting arose.  Even with the rich dark chocolate, I can't consume this protein straight or even mixed with milk.  The pungent taste needs to be blunted with large amounts of cinnamon and Splenda and/or mixing with high protein cereals such as Kashi or Special K.<br /><br />Another undesirable aspect of this protein includes the large amount of carbohydrates:  2.1 grams for every gram of protein. The economics are underwhelming as well.  It costs about 10.8 cents per gram of protein versus 2.7 cents per gram for the Nutribiotic Rice protein or 2.2 cents per gram of protein for the Cytosport offering at Costco.<br /><br />Cons<br />Terrible taste<br />High carb content<br />Poor economics<br /><br /> Pros<br />Rich dark chocolate flavoring"
309458,B000HS23TQ,A2YBCZK6XMK8MC,Zombiegirl,4,4,3,1226793600,OK not great,"This is my first Foods Alive product. I like them, but don't like them a lot. My biggest problem is that if you eat more then two or three crackers they coat your teeth and you spend the next half hour trying to get it off with your tongue! I will buy more and will try different flavors and varities. They are better with some kind of dip or cheese then just plain in my opinion."
213217,B000SAVJVG,A114FPRE1GKA22,Emily Hebert,2,2,2,1280620800,y so minty?,"When I read the reviews for this gum, I chose to believe the people who said the gum doesn't have a mint flavor. Perhaps that was a bad idea. Chewing the gum, I have found the flavor to be a bit inconsistent from piece to piece. Some will taste pretty good with barely a hint of mint, others will full on assault my taste buds with a horrific menthol sneak attack. The licorice flavor itself isn't very strong and doesn't last very long. It's pretty much through after about 10-20 minutes, leaving only the atrocious menthol flavor. If you can't tell, I'm not a fan of menthol. I know the name Extreme Ice should have given it away, but can't help being rather disappointed by the whole thing."
339289,B005A1LJ04,AKE6DXEN3GWPC,"Cyndi Beane Henry ""Texicanwife""",0,0,1,1318809600,I Won't Be Buying This One!,"Anyone who knows me also knows that I am a HUGE Crystal Light fan! Have been, ever since they came on the market. With only 5-calories per serving, what's not to love!<br /><br />And so as a Vine member, I was so anxious for this new flavor to arrive and give it a try!<br /><br />Unfortunately, I cannot say much in favor of this flavor. I found it a combination of tart and bitter. NOT my usual liking. And when I had hubby and daughter try it, they had an even worse opinion that I did!<br /><br />So, I am sorry Crystal Light to have to reject your new line, but at least the Margarita was not to my liking. Now I need to try one of the other Mocktail flavorings and see if one of those is something more to my palate!"
13435,B002MXSAD2,AXD7RT6ARS6C1,BP mommy,11,13,3,1270512000,not airtight,this freezer tray is not airtight --- so the puree will get freezer burn. I've had to enclose the tray in a plastic freezer bag before storing. I would expect it to work better for the price. However it is very easy to pop-out when ready to defrost.
58457,B001ULH7P4,AKDMVTVW1PESV,NYS Reviewer,7,8,1,1296345600,Don't Buy the Plain Strawberry!,"My children and I have had the Strawberry Banana Crisps and have loved them.  But after a while they started to pick out just the strawberry pieces.  So when I saw they had a plain strawberry option here I was thrilled.  When they arrived I was shocked to find out that unlike the strawberry banana variety, which are nicely sliced pieces, the strawberries were WHOLE strawberries.  And also unlike the strawberries in strawberry banana combination these strawberries were BITTER.  I mean inedible bitter.  Just a word of caution that Amazon does not take returns on grocery items.  I am now out $20."
398648,B001D09KAM,A1JL3ORMUR8792,"Kerry Patton ""meret29431""",1,1,5,1245974400,"KIND Plus Cranberry & Almond, 1.4 Ounce Bars (Pack of 12)","These bars are delicious not to mention gluten free. Eating gluten free does not often leave many easy to grab breakfast foods. These bars are tasty, all natural and easy."
120574,B005K4Q37A,AMX1158YAI6UH,Tonyam78,0,0,3,1326758400,Okay,"This product tastes okay, but is definitely quite sweet.  Maybe I missed something, but I couldn't find the calorie content prior to ordering and foolishly ordered any way.  One review I read said there is 60 calories, but it is 80 calories a cup per the packaging, I probably wouldn't have ordered.  This will be a one time per day drink...also has a bad aftertaste.  On a positive note, the pricing is reasonable...however with one a day, it is going to take me two months to go through this drink that I am not crazy about."
404422,B000ILGG1I,A22ZR9QC8LT48X,buschfam,0,0,5,1325203200,Great tasting tea,We love this flavor of tea and cannot find it in stores.  These large tea bags make more than one cup of tea.
184906,B00171417E,A3HXHBR5JMWQ8J,Ms Milk,8,8,3,1308960000,Not worth the money.,"I ordered 24 of these burgers. It was my first time trying Omaha Steaks and I'm rather disappointed. While they do hold their shape well and cook fairly quickly, they do not have much flavor at all. Way too similar to regular supermarket frozen patties. They are a let down for the price. You'd get more texture, flavor, and value from standard ground beef. Definitely not worth $45. I'd give them 2 and a half stars if possible."
419738,B0029ZAOW8,A11SWG9T60IQH8,Turtles all the Way Down,12,16,1,1284336000,Seriously??,"I honestly don't get the popularity of this item. It is nothing more than B complex in liquid form. I guess it's something to take if you don't carry around a small bottle of B vitamins. Maybe I drink too much coffee and that is why I can't appreciate the energy effects of a B complex, I think taurine and guarana are much better energy sources. Whether you prefer B vits, caffeine, taurine or guarana, below are products that will give you what this product gives you(or more) at a much more reasonable price.<br /><br />B supplements:<br /><a href=""http://www.amazon.com/gp/product/B00020HQAU"">B-100 Complex 100 caps</a><br />Super Stress B Complex 100 Caps<br /><br />Liquid B supplements:<br /><a href=""http://www.amazon.com/gp/product/B0010NOUDE"">Nature's Bounty B-Complex Sublingual Liquid 2 fl oz (59 ml)</a><br /><a href=""http://www.amazon.com/gp/product/B00125W1AO"">World Organic - Liquid B Complex, 16 fl oz liquid</a><br /><br />Caffeine, Taurine & Guarana:<br /><a href=""http://www.amazon.com/gp/product/B000MTM0WK"">Red Bull Energy Drink, Sugarfree, 8.4 Ounce Can (Pack of 24)</a><br /><a href=""http://www.amazon.com/gp/product/B000J2O4YC"">Diet Rockstar Energy Drink-Double Strength Energy Drink 16oz, 24 Pack</a><br /><a href=""http://www.amazon.com/gp/product/B001DNBYXK"">Monster Lo-carb Energy 16-Ounce., 27.5 LBS Cans (Pack of 24)</a><br /><a href=""http://www.amazon.com/gp/product/B000BQSQ68"">NOW Foods Taurine Pure Powder, 8-Ounce</a><br /><a href=""http://www.amazon.com/gp/product/B000703AU0"">Super Guarana 1200mg - 90 tabs,(Good N' Natural)</a><br /><br />Personally, I  think it's silly to cough up two dollars for one shot of this when you can have the same level of energy, through the same vitamins at a much cheaper price."
435084,B005JDCFCY,AZUG6FA489QGW,TwistedTree,4,4,5,1325635200,"Works well as a cough drop, and tastes great!",These are excellent drops. Very soothing and a really good flavor. I could eat them all day even without having a cough! Reminds me of the kind of candy I used to get in the corner stores when I was a child.
